work_order_id,product_sku,factory_id,planned_quantity,completed_quantity,start_date,end_date,status,priority
WO-2025-000669,FG-AUTOSYS-035,FAC-EU-01,1000,1000,2025-04-12,2025-04-20,COMPLETED,CRITICAL
WO-2025-000670,FG-AUTOSYS-047,FAC-US-01,1000,1000,2025-05-30,2025-06-05,COMPLETED,STANDARD
WO-2025-000671,FG-AUTOSYS-079,FAC-MX-01,250,250,2025-12-29,2026-01-04,COMPLETED,STANDARD
WO-2025-000672,FG-AUTOSYS-090,FAC-MX-01,250,250,2025-02-06,2025-02-16,COMPLETED,HIGH
WO-2025-000673,FG-AUTOSYS-003,FAC-EU-01,1000,1000,2025-03-05,2025-03-11,COMPLETED,CRITICAL
WO-2025-000674,FG-AUTOSYS-071,FAC-MX-01,1000,1000,2025-01-17,2025-01-23,COMPLETED,HIGH
WO-2025-000675,FG-AUTOSYS-078,FAC-APAC-01,500,500,2025-02-03,2025-02-10,COMPLETED,CRITICAL
WO-2025-000676,FG-AUTOSYS-004,FAC-APAC-01,250,250,2025-06-15,2025-06-20,COMPLETED,HIGH
WO-2025-000677,FG-AUTOSYS-015,FAC-APAC-01,100,0,2026-05-03,2026-05-09,PLANNED,STANDARD
WO-2025-000678,FG-AUTOSYS-038,FAC-US-01,1000,1000,2025-08-28,2025-09-08,COMPLETED,HIGH
WO-2025-000679,FG-AUTOSYS-081,FAC-APAC-01,50,50,2025-07-22,2025-07-30,COMPLETED,HIGH
WO-2025-000680,FG-AUTOSYS-082,FAC-US-01,500,500,2025-06-29,2025-07-09,COMPLETED,STANDARD
WO-2025-000681,FG-AUTOSYS-035,FAC-MX-01,100,100,2025-11-08,2025-11-18,COMPLETED,STANDARD
WO-2025-000682,FG-AUTOSYS-083,FAC-US-01,100,0,2026-05-13,2026-05-18,BLOCKED_SHORTAGE,HIGH
WO-2025-000683,FG-AUTOSYS-060,FAC-MX-01,1000,1000,2025-06-01,2025-06-10,COMPLETED,CRITICAL
WO-2025-000684,FG-AUTOSYS-043,FAC-APAC-01,100,100,2025-08-05,2025-08-11,COMPLETED,CRITICAL
WO-2025-000685,FG-AUTOSYS-039,FAC-EU-01,250,250,2025-07-24,2025-07-30,COMPLETED,HIGH
WO-2025-000686,FG-AUTOSYS-015,FAC-APAC-01,100,100,2026-03-05,2026-03-15,COMPLETED,CRITICAL
WO-2025-000687,FG-AUTOSYS-067,FAC-EU-01,500,500,2025-02-16,2025-02-22,COMPLETED,HIGH
WO-2025-000688,FG-AUTOSYS-016,FAC-US-01,500,0,2026-04-24,2026-04-27,PLANNED,CRITICAL
WO-2025-000689,FG-AUTOSYS-050,FAC-MX-01,100,100,2026-03-03,2026-03-17,COMPLETED,HIGH
WO-2025-000690,FG-AUTOSYS-100,FAC-APAC-01,50,50,2026-03-30,2026-04-13,COMPLETED,CRITICAL
WO-2025-000691,FG-AUTOSYS-082,FAC-EU-01,500,500,2025-09-13,2025-09-16,COMPLETED,STANDARD
WO-2025-000692,FG-AUTOSYS-077,FAC-US-01,50,50,2025-03-09,2025-03-18,COMPLETED,HIGH
WO-2025-000693,FG-AUTOSYS-069,FAC-MX-01,1000,1000,2025-02-07,2025-02-13,COMPLETED,CRITICAL
WO-2025-000694,FG-AUTOSYS-007,FAC-US-01,250,250,2025-12-20,2025-12-28,COMPLETED,STANDARD
WO-2025-000695,FG-AUTOSYS-053,FAC-EU-01,1000,1000,2026-02-07,2026-02-12,COMPLETED,HIGH
WO-2025-000696,FG-AUTOSYS-052,FAC-EU-01,100,48,2026-04-04,2026-04-15,IN_PROGRESS,STANDARD
WO-2025-000697,FG-AUTOSYS-070,FAC-MX-01,250,0,2026-04-25,2026-05-08,PLANNED,STANDARD
WO-2025-000698,FG-AUTOSYS-065,FAC-MX-01,250,250,2025-11-27,2025-12-01,COMPLETED,STANDARD
WO-2025-000699,FG-AUTOSYS-012,FAC-MX-01,250,250,2025-11-20,2025-11-30,COMPLETED,CRITICAL
WO-2025-000700,FG-AUTOSYS-067,FAC-US-01,500,500,2025-06-03,2025-06-12,COMPLETED,HIGH
WO-2025-000701,FG-AUTOSYS-047,FAC-US-01,50,50,2025-08-06,2025-08-18,COMPLETED,CRITICAL
WO-2025-000702,FG-AUTOSYS-049,FAC-EU-01,1000,1000,2025-11-01,2025-11-13,COMPLETED,STANDARD
WO-2025-000703,FG-AUTOSYS-081,FAC-MX-01,250,250,2025-03-24,2025-04-05,COMPLETED,HIGH
WO-2025-000704,FG-AUTOSYS-005,FAC-APAC-01,250,0,2026-05-04,2026-05-13,BLOCKED_SHORTAGE,STANDARD
WO-2025-000705,FG-AUTOSYS-082,FAC-APAC-01,500,500,2026-02-20,2026-02-23,COMPLETED,CRITICAL
WO-2025-000706,FG-AUTOSYS-052,FAC-EU-01,50,50,2026-03-21,2026-03-28,COMPLETED,STANDARD
WO-2025-000707,FG-AUTOSYS-043,FAC-APAC-01,250,250,2025-12-14,2025-12-17,COMPLETED,CRITICAL
WO-2025-000708,FG-AUTOSYS-045,FAC-US-01,500,500,2025-03-09,2025-03-19,COMPLETED,CRITICAL
WO-2025-000709,FG-AUTOSYS-098,FAC-MX-01,1000,1000,2026-02-11,2026-02-20,COMPLETED,HIGH
WO-2025-000710,FG-AUTOSYS-067,FAC-MX-01,500,500,2026-04-05,2026-04-11,COMPLETED,CRITICAL
WO-2025-000711,FG-AUTOSYS-070,FAC-APAC-01,500,500,2025-04-10,2025-04-23,COMPLETED,HIGH
WO-2025-000712,FG-AUTOSYS-013,FAC-APAC-01,250,250,2025-06-10,2025-06-22,COMPLETED,STANDARD
WO-2025-000713,FG-AUTOSYS-005,FAC-APAC-01,50,50,2025-09-23,2025-10-01,COMPLETED,STANDARD
WO-2025-000714,FG-AUTOSYS-074,FAC-MX-01,100,100,2025-06-26,2025-07-09,COMPLETED,STANDARD
WO-2025-000715,FG-AUTOSYS-043,FAC-MX-01,500,500,2025-12-15,2025-12-19,COMPLETED,CRITICAL
WO-2025-000716,FG-AUTOSYS-079,FAC-APAC-01,1000,1000,2025-09-05,2025-09-11,COMPLETED,STANDARD
WO-2025-000717,FG-AUTOSYS-069,FAC-US-01,50,50,2025-09-19,2025-09-24,COMPLETED,HIGH
WO-2025-000718,FG-AUTOSYS-031,FAC-EU-01,250,250,2025-09-11,2025-09-14,COMPLETED,HIGH
WO-2025-000719,FG-AUTOSYS-062,FAC-EU-01,500,500,2025-05-06,2025-05-18,COMPLETED,CRITICAL
WO-2025-000720,FG-AUTOSYS-019,FAC-EU-01,100,100,2026-03-03,2026-03-08,COMPLETED,CRITICAL
WO-2025-000721,FG-AUTOSYS-093,FAC-US-01,500,500,2026-01-26,2026-01-31,COMPLETED,CRITICAL
WO-2025-000722,FG-AUTOSYS-040,FAC-APAC-01,100,100,2025-11-04,2025-11-12,COMPLETED,STANDARD
WO-2025-000723,FG-AUTOSYS-078,FAC-EU-01,500,500,2025-02-01,2025-02-11,COMPLETED,CRITICAL
WO-2025-000724,FG-AUTOSYS-078,FAC-APAC-01,100,100,2026-03-06,2026-03-18,COMPLETED,HIGH
WO-2025-000725,FG-AUTOSYS-009,FAC-US-01,100,100,2025-08-03,2025-08-13,COMPLETED,HIGH
WO-2025-000726,FG-AUTOSYS-073,FAC-EU-01,1000,264,2026-04-14,2026-04-20,IN_PROGRESS,HIGH
WO-2025-000727,FG-AUTOSYS-057,FAC-APAC-01,500,500,2025-04-10,2025-04-15,COMPLETED,CRITICAL
WO-2025-000728,FG-AUTOSYS-081,FAC-EU-01,250,250,2025-12-01,2025-12-13,COMPLETED,STANDARD
WO-2025-000729,FG-AUTOSYS-085,FAC-MX-01,50,50,2026-02-11,2026-02-22,COMPLETED,CRITICAL
WO-2025-000730,FG-AUTOSYS-040,FAC-EU-01,500,0,2026-05-14,2026-05-24,PLANNED,HIGH
WO-2025-000731,FG-AUTOSYS-060,FAC-APAC-01,500,500,2025-06-11,2025-06-24,COMPLETED,CRITICAL
WO-2025-000732,FG-AUTOSYS-010,FAC-APAC-01,1000,1000,2025-06-07,2025-06-21,COMPLETED,STANDARD
WO-2025-000733,FG-AUTOSYS-013,FAC-EU-01,500,500,2025-03-17,2025-03-21,COMPLETED,HIGH
WO-2025-000734,FG-AUTOSYS-041,FAC-APAC-01,500,500,2025-03-17,2025-03-20,COMPLETED,CRITICAL
WO-2025-000735,FG-AUTOSYS-077,FAC-APAC-01,250,250,2025-12-02,2025-12-15,COMPLETED,HIGH
WO-2025-000736,FG-AUTOSYS-044,FAC-EU-01,50,50,2025-09-02,2025-09-05,COMPLETED,HIGH
WO-2025-000737,FG-AUTOSYS-025,FAC-MX-01,1000,1000,2025-09-21,2025-09-28,COMPLETED,STANDARD
WO-2025-000738,FG-AUTOSYS-046,FAC-APAC-01,50,50,2025-10-28,2025-11-08,COMPLETED,CRITICAL
WO-2025-000739,FG-AUTOSYS-087,FAC-APAC-01,50,50,2025-01-28,2025-02-02,COMPLETED,STANDARD
WO-2025-000740,FG-AUTOSYS-011,FAC-APAC-01,500,500,2025-07-03,2025-07-17,COMPLETED,STANDARD
WO-2025-000741,FG-AUTOSYS-040,FAC-MX-01,500,500,2025-03-28,2025-04-07,COMPLETED,HIGH
WO-2025-000742,FG-AUTOSYS-046,FAC-APAC-01,100,100,2025-06-11,2025-06-25,COMPLETED,STANDARD
WO-2025-000743,FG-AUTOSYS-078,FAC-EU-01,1000,1000,2026-03-21,2026-03-28,COMPLETED,HIGH
WO-2025-000744,FG-AUTOSYS-056,FAC-US-01,50,50,2025-06-07,2025-06-11,COMPLETED,HIGH
WO-2025-000745,FG-AUTOSYS-001,FAC-EU-01,500,500,2025-12-21,2025-12-27,COMPLETED,STANDARD
WO-2025-000746,FG-AUTOSYS-015,FAC-APAC-01,1000,1000,2025-09-04,2025-09-10,COMPLETED,CRITICAL
WO-2025-000747,FG-AUTOSYS-041,FAC-US-01,250,0,2026-04-24,2026-04-27,PLANNED,HIGH
WO-2025-000748,FG-AUTOSYS-100,FAC-US-01,1000,1000,2025-04-17,2025-04-21,COMPLETED,HIGH
WO-2025-000749,FG-AUTOSYS-091,FAC-EU-01,500,500,2026-01-10,2026-01-20,COMPLETED,STANDARD
WO-2025-000750,FG-AUTOSYS-075,FAC-EU-01,100,100,2026-03-23,2026-04-03,COMPLETED,CRITICAL
WO-2025-000751,FG-AUTOSYS-041,FAC-EU-01,50,50,2025-07-24,2025-07-27,COMPLETED,STANDARD
WO-2025-000752,FG-AUTOSYS-099,FAC-US-01,250,250,2025-07-08,2025-07-12,COMPLETED,CRITICAL
WO-2025-000753,FG-AUTOSYS-049,FAC-EU-01,50,50,2025-06-16,2025-06-23,COMPLETED,HIGH
WO-2025-000754,FG-AUTOSYS-080,FAC-EU-01,50,50,2025-09-02,2025-09-10,COMPLETED,STANDARD
WO-2025-000755,FG-AUTOSYS-069,FAC-EU-01,250,250,2025-05-29,2025-06-09,COMPLETED,STANDARD
WO-2025-000756,FG-AUTOSYS-073,FAC-MX-01,250,250,2025-05-09,2025-05-20,COMPLETED,STANDARD
WO-2025-000757,FG-AUTOSYS-091,FAC-EU-01,500,500,2025-10-29,2025-11-02,COMPLETED,CRITICAL
WO-2025-000758,FG-AUTOSYS-074,FAC-APAC-01,100,100,2025-05-10,2025-05-16,COMPLETED,STANDARD
WO-2025-000759,FG-AUTOSYS-023,FAC-EU-01,1000,1000,2025-08-08,2025-08-11,COMPLETED,STANDARD
WO-2025-000760,FG-AUTOSYS-035,FAC-EU-01,500,500,2025-10-24,2025-10-28,COMPLETED,STANDARD
WO-2025-000761,FG-AUTOSYS-037,FAC-APAC-01,500,500,2026-03-16,2026-03-30,COMPLETED,CRITICAL
WO-2025-000762,FG-AUTOSYS-071,FAC-EU-01,250,250,2025-01-25,2025-02-03,COMPLETED,HIGH
WO-2025-000763,FG-AUTOSYS-088,FAC-EU-01,250,250,2025-12-25,2025-12-30,COMPLETED,HIGH
WO-2025-000764,FG-AUTOSYS-038,FAC-APAC-01,250,250,2025-12-21,2026-01-04,COMPLETED,HIGH
WO-2025-000765,FG-AUTOSYS-053,FAC-MX-01,500,500,2025-04-16,2025-04-20,COMPLETED,HIGH
WO-2025-000766,FG-AUTOSYS-039,FAC-EU-01,250,250,2025-06-28,2025-07-08,COMPLETED,HIGH
WO-2025-000767,FG-AUTOSYS-026,FAC-US-01,250,250,2025-05-24,2025-05-30,COMPLETED,STANDARD
WO-2025-000768,FG-AUTOSYS-040,FAC-EU-01,1000,1000,2025-01-29,2025-02-10,COMPLETED,HIGH
WO-2025-000769,FG-AUTOSYS-068,FAC-EU-01,250,250,2025-06-07,2025-06-20,COMPLETED,STANDARD
WO-2025-000770,FG-AUTOSYS-093,FAC-EU-01,500,500,2026-03-23,2026-03-31,COMPLETED,HIGH
WO-2025-000771,FG-AUTOSYS-043,FAC-MX-01,500,500,2025-02-10,2025-02-13,COMPLETED,HIGH
WO-2025-000772,FG-AUTOSYS-030,FAC-EU-01,100,100,2026-01-29,2026-02-10,COMPLETED,STANDARD
WO-2025-000773,FG-AUTOSYS-035,FAC-US-01,50,50,2026-02-16,2026-02-27,COMPLETED,CRITICAL
WO-2025-000774,FG-AUTOSYS-065,FAC-EU-01,250,250,2025-07-25,2025-07-31,COMPLETED,STANDARD
WO-2025-000775,FG-AUTOSYS-046,FAC-APAC-01,500,500,2025-02-02,2025-02-07,COMPLETED,STANDARD
WO-2025-000776,FG-AUTOSYS-019,FAC-MX-01,100,100,2025-07-13,2025-07-23,COMPLETED,HIGH
WO-2025-000777,FG-AUTOSYS-066,FAC-APAC-01,500,500,2026-02-23,2026-02-28,COMPLETED,HIGH
WO-2025-000778,FG-AUTOSYS-096,FAC-EU-01,100,100,2025-06-04,2025-06-09,COMPLETED,HIGH
WO-2025-000779,FG-AUTOSYS-016,FAC-US-01,250,250,2026-03-24,2026-04-07,COMPLETED,CRITICAL
WO-2025-000780,FG-AUTOSYS-097,FAC-MX-01,1000,613,2026-04-15,2026-04-21,IN_PROGRESS,STANDARD
WO-2025-000781,FG-AUTOSYS-022,FAC-EU-01,500,500,2026-04-03,2026-04-10,COMPLETED,STANDARD
WO-2025-000782,FG-AUTOSYS-006,FAC-EU-01,100,100,2025-11-22,2025-11-27,COMPLETED,CRITICAL
WO-2025-000783,FG-AUTOSYS-031,FAC-EU-01,50,50,2025-08-02,2025-08-14,COMPLETED,STANDARD
WO-2025-000784,FG-AUTOSYS-044,FAC-MX-01,500,500,2025-11-07,2025-11-15,COMPLETED,CRITICAL
WO-2025-000785,FG-AUTOSYS-077,FAC-EU-01,100,100,2025-01-24,2025-01-27,COMPLETED,CRITICAL
WO-2025-000786,FG-AUTOSYS-070,FAC-APAC-01,250,250,2025-08-19,2025-08-25,COMPLETED,STANDARD
WO-2025-000787,FG-AUTOSYS-051,FAC-EU-01,250,250,2025-12-24,2026-01-05,COMPLETED,HIGH
WO-2025-000788,FG-AUTOSYS-044,FAC-US-01,500,500,2025-09-29,2025-10-13,COMPLETED,HIGH
WO-2025-000789,FG-AUTOSYS-073,FAC-US-01,100,100,2026-01-04,2026-01-14,COMPLETED,HIGH
WO-2025-000790,FG-AUTOSYS-036,FAC-MX-01,50,50,2026-01-24,2026-01-28,COMPLETED,STANDARD
WO-2025-000791,FG-AUTOSYS-090,FAC-APAC-01,500,0,2026-05-02,2026-05-05,PLANNED,CRITICAL
WO-2025-000792,FG-AUTOSYS-071,FAC-APAC-01,100,100,2025-11-25,2025-12-05,COMPLETED,STANDARD
WO-2025-000793,FG-AUTOSYS-078,FAC-US-01,1000,1000,2025-11-04,2025-11-12,COMPLETED,CRITICAL
WO-2025-000794,FG-AUTOSYS-068,FAC-EU-01,50,50,2025-06-12,2025-06-22,COMPLETED,HIGH
WO-2025-000795,FG-AUTOSYS-074,FAC-EU-01,50,50,2025-05-30,2025-06-11,COMPLETED,HIGH
WO-2025-000796,FG-AUTOSYS-021,FAC-MX-01,250,250,2025-12-23,2025-12-31,COMPLETED,HIGH
WO-2025-000797,FG-AUTOSYS-091,FAC-EU-01,1000,1000,2025-06-16,2025-06-23,COMPLETED,HIGH
WO-2025-000798,FG-AUTOSYS-029,FAC-EU-01,500,500,2025-10-15,2025-10-25,COMPLETED,HIGH
WO-2025-000799,FG-AUTOSYS-001,FAC-EU-01,500,500,2025-10-07,2025-10-15,COMPLETED,CRITICAL
WO-2025-000800,FG-AUTOSYS-030,FAC-MX-01,250,250,2025-07-09,2025-07-21,COMPLETED,CRITICAL
WO-2025-000801,FG-AUTOSYS-034,FAC-US-01,1000,1000,2026-01-24,2026-02-06,COMPLETED,STANDARD
WO-2025-000802,FG-AUTOSYS-005,FAC-EU-01,1000,1000,2025-01-30,2025-02-07,COMPLETED,STANDARD
WO-2025-000803,FG-AUTOSYS-066,FAC-EU-01,50,50,2025-02-16,2025-02-28,COMPLETED,STANDARD
WO-2025-000804,FG-AUTOSYS-090,FAC-US-01,50,50,2025-02-11,2025-02-17,COMPLETED,HIGH
WO-2025-000805,FG-AUTOSYS-008,FAC-APAC-01,500,500,2025-01-28,2025-02-09,COMPLETED,HIGH
WO-2025-000806,FG-AUTOSYS-004,FAC-MX-01,250,250,2025-10-11,2025-10-22,COMPLETED,STANDARD
WO-2025-000807,FG-AUTOSYS-045,FAC-EU-01,1000,1000,2026-04-02,2026-04-05,COMPLETED,CRITICAL
WO-2025-000808,FG-AUTOSYS-100,FAC-EU-01,250,250,2025-12-19,2025-12-26,COMPLETED,HIGH
WO-2025-000809,FG-AUTOSYS-038,FAC-APAC-01,50,50,2025-08-23,2025-08-27,COMPLETED,CRITICAL
WO-2025-000810,FG-AUTOSYS-085,FAC-US-01,250,250,2026-02-22,2026-03-01,COMPLETED,STANDARD
WO-2025-000811,FG-AUTOSYS-028,FAC-US-01,1000,1000,2025-03-14,2025-03-23,COMPLETED,HIGH
WO-2025-000812,FG-AUTOSYS-003,FAC-EU-01,1000,1000,2026-03-04,2026-03-18,COMPLETED,HIGH
WO-2025-000813,FG-AUTOSYS-060,FAC-EU-01,100,100,2026-01-07,2026-01-21,COMPLETED,STANDARD
WO-2025-000814,FG-AUTOSYS-074,FAC-APAC-01,50,50,2026-03-18,2026-03-30,COMPLETED,HIGH
WO-2025-000815,FG-AUTOSYS-066,FAC-APAC-01,50,50,2026-03-07,2026-03-17,COMPLETED,STANDARD
WO-2025-000816,FG-AUTOSYS-001,FAC-MX-01,100,0,2026-04-22,2026-04-27,PLANNED,STANDARD
WO-2025-000817,FG-AUTOSYS-009,FAC-US-01,50,0,2026-05-22,2026-06-05,PLANNED,STANDARD
WO-2025-000818,FG-AUTOSYS-023,FAC-US-01,50,50,2025-06-24,2025-07-04,COMPLETED,STANDARD
WO-2025-000819,FG-AUTOSYS-034,FAC-APAC-01,250,250,2025-02-20,2025-02-24,COMPLETED,STANDARD
WO-2025-000820,FG-AUTOSYS-074,FAC-EU-01,50,50,2025-08-31,2025-09-07,COMPLETED,STANDARD
WO-2025-000821,FG-AUTOSYS-065,FAC-EU-01,1000,1000,2025-10-30,2025-11-03,COMPLETED,HIGH
WO-2025-000822,FG-AUTOSYS-025,FAC-MX-01,250,250,2025-12-04,2025-12-08,COMPLETED,HIGH
WO-2025-000823,FG-AUTOSYS-044,FAC-APAC-01,500,500,2026-01-09,2026-01-16,COMPLETED,HIGH
WO-2025-000824,FG-AUTOSYS-093,FAC-APAC-01,250,250,2025-01-17,2025-01-21,COMPLETED,STANDARD
WO-2025-000825,FG-AUTOSYS-090,FAC-EU-01,50,50,2025-06-25,2025-07-04,COMPLETED,HIGH
WO-2025-000826,FG-AUTOSYS-062,FAC-MX-01,100,100,2025-12-03,2025-12-15,COMPLETED,STANDARD
WO-2025-000827,FG-AUTOSYS-042,FAC-MX-01,500,500,2025-11-07,2025-11-21,COMPLETED,CRITICAL
WO-2025-000828,FG-AUTOSYS-039,FAC-US-01,250,250,2025-12-09,2025-12-17,COMPLETED,CRITICAL
WO-2025-000829,FG-AUTOSYS-091,FAC-EU-01,500,500,2026-02-28,2026-03-06,COMPLETED,STANDARD
WO-2025-000830,FG-AUTOSYS-003,FAC-MX-01,100,100,2025-07-13,2025-07-16,COMPLETED,CRITICAL
WO-2025-000831,FG-AUTOSYS-076,FAC-MX-01,50,50,2026-03-10,2026-03-19,COMPLETED,STANDARD
WO-2025-000832,FG-AUTOSYS-001,FAC-US-01,100,100,2025-09-30,2025-10-07,COMPLETED,CRITICAL
WO-2025-000833,FG-AUTOSYS-032,FAC-US-01,250,250,2026-01-01,2026-01-10,COMPLETED,CRITICAL
WO-2025-000834,FG-AUTOSYS-081,FAC-APAC-01,1000,1000,2025-07-05,2025-07-18,COMPLETED,STANDARD
WO-2025-000835,FG-AUTOSYS-074,FAC-APAC-01,1000,1000,2025-02-25,2025-02-28,COMPLETED,HIGH
WO-2025-000836,FG-AUTOSYS-026,FAC-MX-01,250,250,2025-04-15,2025-04-26,COMPLETED,STANDARD
WO-2025-000837,FG-AUTOSYS-063,FAC-APAC-01,50,50,2025-06-02,2025-06-13,COMPLETED,CRITICAL
WO-2025-000838,FG-AUTOSYS-090,FAC-US-01,250,0,2026-05-27,2026-06-07,BLOCKED_SHORTAGE,CRITICAL
WO-2025-000839,FG-AUTOSYS-021,FAC-EU-01,500,500,2025-06-13,2025-06-24,COMPLETED,CRITICAL
WO-2025-000840,FG-AUTOSYS-038,FAC-MX-01,250,250,2026-04-01,2026-04-13,COMPLETED,CRITICAL
WO-2025-000841,FG-AUTOSYS-050,FAC-EU-01,50,50,2025-08-23,2025-08-31,COMPLETED,HIGH
WO-2025-000842,FG-AUTOSYS-079,FAC-US-01,1000,1000,2025-10-02,2025-10-09,COMPLETED,STANDARD
WO-2025-000843,FG-AUTOSYS-067,FAC-EU-01,50,50,2026-01-31,2026-02-10,COMPLETED,CRITICAL
WO-2025-000844,FG-AUTOSYS-072,FAC-US-01,500,500,2025-02-07,2025-02-14,COMPLETED,STANDARD
WO-2025-000845,FG-AUTOSYS-018,FAC-EU-01,500,500,2025-06-14,2025-06-23,COMPLETED,STANDARD
WO-2025-000846,FG-AUTOSYS-043,FAC-APAC-01,1000,1000,2026-02-02,2026-02-16,COMPLETED,CRITICAL
WO-2025-000847,FG-AUTOSYS-053,FAC-MX-01,50,50,2025-04-02,2025-04-08,COMPLETED,STANDARD
WO-2025-000848,FG-AUTOSYS-040,FAC-EU-01,250,250,2026-02-27,2026-03-08,COMPLETED,CRITICAL
WO-2025-000849,FG-AUTOSYS-022,FAC-US-01,500,500,2025-11-23,2025-12-03,COMPLETED,CRITICAL
WO-2025-000850,FG-AUTOSYS-038,FAC-APAC-01,250,0,2026-05-14,2026-05-19,PLANNED,CRITICAL
WO-2025-000851,FG-AUTOSYS-029,FAC-EU-01,50,50,2026-04-05,2026-04-14,COMPLETED,CRITICAL
WO-2025-000852,FG-AUTOSYS-042,FAC-US-01,50,50,2025-02-12,2025-02-16,COMPLETED,HIGH
WO-2025-000853,FG-AUTOSYS-089,FAC-MX-01,50,50,2025-01-17,2025-01-25,COMPLETED,CRITICAL
WO-2025-000854,FG-AUTOSYS-048,FAC-APAC-01,250,250,2026-03-25,2026-03-30,COMPLETED,CRITICAL
WO-2025-000855,FG-AUTOSYS-052,FAC-EU-01,250,0,2026-05-28,2026-06-01,PLANNED,STANDARD
WO-2025-000856,FG-AUTOSYS-060,FAC-APAC-01,250,250,2025-07-18,2025-07-30,COMPLETED,CRITICAL
WO-2025-000857,FG-AUTOSYS-046,FAC-MX-01,1000,672,2026-04-11,2026-04-19,IN_PROGRESS,HIGH
WO-2025-000858,FG-AUTOSYS-053,FAC-APAC-01,250,250,2025-01-18,2025-01-29,COMPLETED,CRITICAL
WO-2025-000859,FG-AUTOSYS-020,FAC-APAC-01,50,50,2025-08-03,2025-08-07,COMPLETED,CRITICAL
WO-2025-000860,FG-AUTOSYS-040,FAC-EU-01,100,0,2026-04-16,2026-04-21,PLANNED,HIGH
WO-2025-000861,FG-AUTOSYS-094,FAC-US-01,500,500,2025-02-04,2025-02-12,COMPLETED,CRITICAL
WO-2025-000862,FG-AUTOSYS-064,FAC-US-01,100,100,2025-08-20,2025-08-31,COMPLETED,STANDARD
WO-2025-000863,FG-AUTOSYS-001,FAC-EU-01,500,500,2025-12-07,2025-12-18,COMPLETED,HIGH
WO-2025-000864,FG-AUTOSYS-067,FAC-MX-01,50,50,2025-03-28,2025-04-05,COMPLETED,CRITICAL
WO-2025-000865,FG-AUTOSYS-059,FAC-EU-01,1000,1000,2025-09-05,2025-09-09,COMPLETED,CRITICAL
WO-2025-000866,FG-AUTOSYS-028,FAC-US-01,1000,0,2026-05-04,2026-05-18,PLANNED,STANDARD
WO-2025-000867,FG-AUTOSYS-077,FAC-APAC-01,1000,1000,2025-03-20,2025-03-24,COMPLETED,STANDARD
WO-2025-000868,FG-AUTOSYS-082,FAC-US-01,1000,1000,2025-01-27,2025-02-03,COMPLETED,HIGH
WO-2025-000869,FG-AUTOSYS-071,FAC-APAC-01,500,500,2025-09-16,2025-09-25,COMPLETED,STANDARD
WO-2025-000870,FG-AUTOSYS-057,FAC-US-01,50,50,2025-12-04,2025-12-17,COMPLETED,STANDARD
WO-2025-000871,FG-AUTOSYS-013,FAC-EU-01,1000,1000,2025-08-24,2025-08-27,COMPLETED,STANDARD
WO-2025-000872,FG-AUTOSYS-050,FAC-US-01,500,500,2026-03-27,2026-03-31,COMPLETED,STANDARD
WO-2025-000873,FG-AUTOSYS-006,FAC-US-01,250,250,2025-03-29,2025-04-07,COMPLETED,STANDARD
WO-2025-000874,FG-AUTOSYS-040,FAC-MX-01,500,500,2025-01-28,2025-02-10,COMPLETED,CRITICAL
WO-2025-000875,FG-AUTOSYS-079,FAC-MX-01,250,250,2025-09-10,2025-09-24,COMPLETED,HIGH
WO-2025-000876,FG-AUTOSYS-008,FAC-US-01,1000,1000,2025-08-29,2025-09-10,COMPLETED,CRITICAL
WO-2025-000877,FG-AUTOSYS-054,FAC-US-01,500,0,2026-04-21,2026-04-24,PLANNED,CRITICAL
WO-2025-000878,FG-AUTOSYS-099,FAC-EU-01,500,500,2025-05-06,2025-05-10,COMPLETED,CRITICAL
WO-2025-000879,FG-AUTOSYS-020,FAC-MX-01,250,250,2025-02-06,2025-02-13,COMPLETED,STANDARD
WO-2025-000880,FG-AUTOSYS-041,FAC-MX-01,50,50,2026-01-03,2026-01-16,COMPLETED,CRITICAL
WO-2025-000881,FG-AUTOSYS-089,FAC-EU-01,50,50,2025-11-05,2025-11-14,COMPLETED,HIGH
WO-2025-000882,FG-AUTOSYS-052,FAC-MX-01,250,250,2025-08-14,2025-08-21,COMPLETED,CRITICAL
WO-2025-000883,FG-AUTOSYS-089,FAC-APAC-01,1000,410,2026-04-10,2026-04-16,IN_PROGRESS,CRITICAL
WO-2025-000884,FG-AUTOSYS-099,FAC-US-01,100,100,2025-09-16,2025-09-25,COMPLETED,HIGH
WO-2025-000885,FG-AUTOSYS-041,FAC-US-01,50,50,2025-11-29,2025-12-10,COMPLETED,CRITICAL
WO-2025-000886,FG-AUTOSYS-082,FAC-EU-01,1000,1000,2025-12-26,2026-01-07,COMPLETED,STANDARD
WO-2025-000887,FG-AUTOSYS-093,FAC-MX-01,1000,0,2026-05-28,2026-06-07,PLANNED,HIGH
WO-2025-000888,FG-AUTOSYS-090,FAC-APAC-01,1000,1000,2025-07-08,2025-07-19,COMPLETED,HIGH
WO-2025-000889,FG-AUTOSYS-067,FAC-US-01,100,100,2025-06-08,2025-06-14,COMPLETED,STANDARD
WO-2025-000890,FG-AUTOSYS-098,FAC-US-01,500,500,2026-02-21,2026-02-24,COMPLETED,STANDARD
WO-2025-000891,FG-AUTOSYS-015,FAC-EU-01,250,250,2025-06-04,2025-06-16,COMPLETED,HIGH
