material_id,sku,name,category,unit_of_measure,standard_cost,current_unit_price,safety_stock_level,reorder_point,target_stock_level,min_order_qty,lead_time_days,is_critical,primary_supplier_id,secondary_supplier_id,created_at
MAT-00913,SKU-POL-00913,Silicone Gaskets Grade-Industrial-913,Polymers & Chemical,SET,32.28,35.57,812,2810,5819,100,37,False,SUP-0051,SUP-0049,2025-01-01T00:00:00
MAT-00914,SKU-PAC-00914,Corrugated Heavy Boxes Grade-Commercial-914,Packaging & Hardware,KG,139.1,158.72,366,1148,2057,100,34,False,SUP-0107,SUP-0036,2025-01-01T00:00:00
MAT-00915,SKU-ELE-00915,Connectors Grade-MilSpec-915,Electronic Components,BOX,22.09,22.52,606,2272,4198,50,34,True,SUP-0096,,2025-01-01T00:00:00
MAT-00916,SKU-POL-00916,Silicone Gaskets Grade-B-916,Polymers & Chemical,BOX,33.35,38.32,96,299,497,100,7,False,SUP-0047,SUP-0068,2025-01-01T00:00:00
MAT-00917,SKU-RAW-00917,Titanium Plates Grade-A-917,Raw Metallurgy,SET,47.88,48.1,296,791,1553,100,9,False,SUP-0083,SUP-0062,2025-01-01T00:00:00
MAT-00918,SKU-ELE-00918,Connectors Grade-A-918,Electronic Components,BOX,30.12,34.2,533,1739,3651,500,18,False,SUP-0081,SUP-0059,2025-01-01T00:00:00
MAT-00919,SKU-ELE-00919,Microcontrollers Grade-Industrial-919,Electronic Components,PCS,15.01,16.1,131,536,1108,25,15,False,SUP-0091,SUP-0095,2025-01-01T00:00:00
MAT-00920,SKU-ELE-00920,PCBs Grade-A-920,Electronic Components,METER,30.37,29.44,108,304,631,100,28,False,SUP-0110,SUP-0025,2025-01-01T00:00:00
MAT-00921,SKU-MEC-00921,Bearings Grade-Industrial-921,Mechanical & Machining,SET,79.92,76.15,47,179,359,50,11,False,SUP-0054,SUP-0108,2025-01-01T00:00:00
MAT-00922,SKU-RAW-00922,Aluminum Billets 6061 Grade-B-922,Raw Metallurgy,LITER,7.93,7.6,503,1529,3170,25,18,False,SUP-0089,SUP-0065,2025-01-01T00:00:00
MAT-00923,SKU-RAW-00923,Carbon Steel Bars Grade-Commercial-923,Raw Metallurgy,METER,28.4,27.65,398,1086,1596,25,43,False,SUP-0108,SUP-0090,2025-01-01T00:00:00
MAT-00924,SKU-MEC-00924,CNC Castings Grade-B-924,Mechanical & Machining,METER,11.36,12.14,58,178,314,1000,20,False,SUP-0099,SUP-0022,2025-01-01T00:00:00
MAT-00925,SKU-MEC-00925,Shafts Grade-B-925,Mechanical & Machining,BOX,91.34,100.58,283,1021,1890,250,18,False,SUP-0007,SUP-0049,2025-01-01T00:00:00
MAT-00926,SKU-MEC-00926,Hydraulic Valves Grade-Industrial-926,Mechanical & Machining,KG,4.59,4.52,203,659,1227,100,12,False,SUP-0090,SUP-0057,2025-01-01T00:00:00
MAT-00927,SKU-PAC-00927,Antistatic Foam Grade-B-927,Packaging & Hardware,PCS,13.27,15.13,921,2461,4299,1000,20,False,SUP-0020,SUP-0069,2025-01-01T00:00:00
MAT-00928,SKU-RAW-00928,Sheet Metal Stainless 304 Grade-Industrial-928,Raw Metallurgy,BOX,37.15,42.49,212,680,1066,50,12,False,SUP-0096,SUP-0102,2025-01-01T00:00:00
MAT-00929,SKU-POL-00929,Silicone Gaskets Grade-A-929,Polymers & Chemical,PCS,137.29,144.62,1117,3933,7280,1000,44,False,SUP-0061,SUP-0018,2025-01-01T00:00:00
MAT-00930,SKU-PAC-00930,Corrugated Heavy Boxes Grade-Industrial-930,Packaging & Hardware,BOX,22.82,22.16,365,1190,1986,25,33,False,SUP-0116,SUP-0002,2025-01-01T00:00:00
MAT-00931,SKU-MEC-00931,Shafts Grade-Industrial-931,Mechanical & Machining,KG,13.32,13.9,1310,4082,7135,250,44,False,SUP-0003,SUP-0057,2025-01-01T00:00:00
MAT-00932,SKU-POL-00932,Polycarbonate Sheets Grade-Industrial-932,Polymers & Chemical,BOX,194.27,199.06,228,615,1292,500,9,False,SUP-0087,SUP-0052,2025-01-01T00:00:00
MAT-00933,SKU-ELE-00933,PCBs Grade-MilSpec-933,Electronic Components,METER,4.99,5.69,686,1876,3957,1000,17,False,SUP-0004,SUP-0021,2025-01-01T00:00:00
MAT-00934,SKU-PAC-00934,Hex Flange Bolts M8 Grade-Commercial-934,Packaging & Hardware,KG,2.18,2.13,380,1084,1915,50,16,False,SUP-0007,SUP-0012,2025-01-01T00:00:00
MAT-00935,SKU-POL-00935,ABS Resin Pellets Grade-B-935,Polymers & Chemical,KG,39.81,44.85,301,1001,1981,50,20,False,SUP-0011,SUP-0024,2025-01-01T00:00:00
MAT-00936,SKU-PAC-00936,Vibration Dampers Grade-A-936,Packaging & Hardware,LITER,14.12,13.86,592,1776,3667,1000,37,True,SUP-0051,SUP-0090,2025-01-01T00:00:00
MAT-00937,SKU-MEC-00937,CNC Castings Grade-MilSpec-937,Mechanical & Machining,KG,7.98,8.09,627,1777,3526,250,25,False,SUP-0052,SUP-0099,2025-01-01T00:00:00
MAT-00938,SKU-PAC-00938,Antistatic Foam Grade-Commercial-938,Packaging & Hardware,PCS,53.47,54.51,524,2009,3190,100,45,False,SUP-0076,SUP-0004,2025-01-01T00:00:00
MAT-00939,SKU-RAW-00939,Titanium Plates Grade-A-939,Raw Metallurgy,SET,32.08,34.32,229,739,1060,100,15,False,SUP-0010,SUP-0083,2025-01-01T00:00:00
MAT-00940,SKU-POL-00940,ABS Resin Pellets Grade-Industrial-940,Polymers & Chemical,LITER,13.19,14.26,620,2618,5672,250,37,False,SUP-0037,SUP-0040,2025-01-01T00:00:00
MAT-00941,SKU-MEC-00941,Hydraulic Valves Grade-MilSpec-941,Mechanical & Machining,BOX,6.0,6.32,294,838,1181,100,32,True,SUP-0045,SUP-0088,2025-01-01T00:00:00
MAT-00942,SKU-MEC-00942,Bearings Grade-Commercial-942,Mechanical & Machining,LITER,64.05,69.64,230,820,1317,1000,10,True,SUP-0086,SUP-0052,2025-01-01T00:00:00
MAT-00943,SKU-ELE-00943,Connectors Grade-MilSpec-943,Electronic Components,SET,50.16,51.39,730,2920,4505,250,30,False,SUP-0043,SUP-0109,2025-01-01T00:00:00
MAT-00944,SKU-PAC-00944,Antistatic Foam Grade-A-944,Packaging & Hardware,KG,22.0,20.93,328,1050,1986,250,19,False,SUP-0091,SUP-0076,2025-01-01T00:00:00
MAT-00945,SKU-POL-00945,ABS Resin Pellets Grade-MilSpec-945,Polymers & Chemical,METER,187.04,179.18,250,745,1193,100,45,False,SUP-0059,SUP-0047,2025-01-01T00:00:00
MAT-00946,SKU-RAW-00946,Aluminum Billets 6061 Grade-Commercial-946,Raw Metallurgy,METER,7.56,7.45,586,1782,3344,100,26,False,SUP-0003,SUP-0058,2025-01-01T00:00:00
MAT-00947,SKU-ELE-00947,Connectors Grade-MilSpec-947,Electronic Components,KG,4.58,4.51,375,1249,2023,250,38,False,SUP-0017,SUP-0094,2025-01-01T00:00:00
MAT-00948,SKU-PAC-00948,Hex Flange Bolts M8 Grade-Commercial-948,Packaging & Hardware,SET,11.46,11.94,239,766,1516,100,31,True,SUP-0019,,2025-01-01T00:00:00
MAT-00949,SKU-RAW-00949,Copper Rods Grade-MilSpec-949,Raw Metallurgy,PCS,23.33,23.02,300,810,1648,500,34,False,SUP-0093,SUP-0084,2025-01-01T00:00:00
MAT-00950,SKU-RAW-00950,Carbon Steel Bars Grade-Commercial-950,Raw Metallurgy,SET,32.06,33.91,155,485,762,250,30,False,SUP-0089,SUP-0103,2025-01-01T00:00:00
MAT-00951,SKU-RAW-00951,Sheet Metal Stainless 304 Grade-Industrial-951,Raw Metallurgy,SET,18.81,20.4,296,1280,2004,250,24,False,SUP-0117,SUP-0024,2025-01-01T00:00:00
MAT-00952,SKU-MEC-00952,Shafts Grade-Industrial-952,Mechanical & Machining,LITER,36.13,38.65,211,904,1500,25,21,False,SUP-0041,SUP-0013,2025-01-01T00:00:00
MAT-00953,SKU-PAC-00953,Vibration Dampers Grade-Commercial-953,Packaging & Hardware,LITER,6.19,6.61,1156,3154,4447,100,37,False,SUP-0043,SUP-0070,2025-01-01T00:00:00
MAT-00954,SKU-RAW-00954,Carbon Steel Bars Grade-MilSpec-954,Raw Metallurgy,KG,120.08,125.17,303,1109,1581,500,31,False,SUP-0027,SUP-0069,2025-01-01T00:00:00
MAT-00955,SKU-ELE-00955,PCBs Grade-Commercial-955,Electronic Components,METER,22.41,21.66,564,1639,2886,250,25,False,SUP-0068,SUP-0048,2025-01-01T00:00:00
MAT-00956,SKU-ELE-00956,Capacitors Grade-Commercial-956,Electronic Components,SET,83.85,82.45,81,256,458,50,25,False,SUP-0056,SUP-0054,2025-01-01T00:00:00
MAT-00957,SKU-POL-00957,Epoxy Adhesives Grade-B-957,Polymers & Chemical,LITER,35.77,38.32,382,1022,1897,50,20,False,SUP-0013,SUP-0051,2025-01-01T00:00:00
MAT-00958,SKU-MEC-00958,Gears Grade-Commercial-958,Mechanical & Machining,LITER,40.55,41.38,573,1653,3147,1000,27,False,SUP-0116,SUP-0077,2025-01-01T00:00:00
MAT-00959,SKU-RAW-00959,Titanium Plates Grade-Commercial-959,Raw Metallurgy,SET,45.91,47.22,876,2476,4356,50,25,False,SUP-0064,SUP-0097,2025-01-01T00:00:00
MAT-00960,SKU-POL-00960,Silicone Gaskets Grade-A-960,Polymers & Chemical,SET,40.14,44.8,249,776,1345,250,31,False,SUP-0084,SUP-0023,2025-01-01T00:00:00
MAT-00961,SKU-POL-00961,Polycarbonate Sheets Grade-A-961,Polymers & Chemical,SET,49.75,49.49,1502,4076,6766,50,33,False,SUP-0065,SUP-0011,2025-01-01T00:00:00
MAT-00962,SKU-MEC-00962,Bearings Grade-MilSpec-962,Mechanical & Machining,BOX,105.85,102.48,1028,3296,5123,50,42,False,SUP-0096,SUP-0077,2025-01-01T00:00:00
MAT-00963,SKU-POL-00963,Silicone Gaskets Grade-B-963,Polymers & Chemical,KG,30.45,31.8,167,692,985,500,25,False,SUP-0026,SUP-0042,2025-01-01T00:00:00
MAT-00964,SKU-POL-00964,Industrial Lubricants Grade-B-964,Polymers & Chemical,BOX,53.51,57.29,1229,3725,7609,100,39,False,SUP-0102,SUP-0023,2025-01-01T00:00:00
MAT-00965,SKU-MEC-00965,Hydraulic Valves Grade-MilSpec-965,Mechanical & Machining,BOX,22.23,25.4,1467,4094,5962,250,37,True,SUP-0012,,2025-01-01T00:00:00
MAT-00966,SKU-RAW-00966,Titanium Plates Grade-A-966,Raw Metallurgy,BOX,119.6,132.2,124,404,800,100,35,False,SUP-0069,SUP-0092,2025-01-01T00:00:00
MAT-00967,SKU-POL-00967,ABS Resin Pellets Grade-Industrial-967,Polymers & Chemical,LITER,11.66,12.75,273,1099,2283,500,14,False,SUP-0084,SUP-0057,2025-01-01T00:00:00
MAT-00968,SKU-ELE-00968,Capacitors Grade-Industrial-968,Electronic Components,LITER,177.87,192.33,500,1820,3028,1000,20,False,SUP-0032,SUP-0102,2025-01-01T00:00:00
MAT-00969,SKU-ELE-00969,PCBs Grade-MilSpec-969,Electronic Components,KG,23.47,25.85,838,2483,4604,500,35,False,SUP-0089,SUP-0057,2025-01-01T00:00:00
MAT-00970,SKU-ELE-00970,Capacitors Grade-B-970,Electronic Components,SET,5.08,5.12,499,1774,3499,500,25,False,SUP-0048,SUP-0073,2025-01-01T00:00:00
MAT-00971,SKU-RAW-00971,Copper Rods Grade-MilSpec-971,Raw Metallurgy,BOX,28.24,28.49,401,1436,2451,1000,45,False,SUP-0089,SUP-0017,2025-01-01T00:00:00
MAT-00972,SKU-MEC-00972,CNC Castings Grade-B-972,Mechanical & Machining,SET,11.6,11.72,1180,3980,7541,50,40,False,SUP-0034,SUP-0047,2025-01-01T00:00:00
MAT-00973,SKU-RAW-00973,Sheet Metal Stainless 304 Grade-Commercial-973,Raw Metallurgy,SET,61.85,62.65,639,1778,3174,250,17,False,SUP-0111,SUP-0119,2025-01-01T00:00:00
MAT-00974,SKU-POL-00974,ABS Resin Pellets Grade-A-974,Polymers & Chemical,METER,11.97,11.91,154,534,943,1000,19,False,SUP-0020,SUP-0036,2025-01-01T00:00:00
MAT-00975,SKU-ELE-00975,Connectors Grade-B-975,Electronic Components,BOX,15.02,14.88,215,691,1117,500,28,False,SUP-0052,SUP-0081,2025-01-01T00:00:00
MAT-00976,SKU-PAC-00976,Corrugated Heavy Boxes Grade-A-976,Packaging & Hardware,LITER,3.07,3.26,226,842,1662,50,22,False,SUP-0033,SUP-0103,2025-01-01T00:00:00
MAT-00977,SKU-ELE-00977,Connectors Grade-Industrial-977,Electronic Components,SET,14.92,15.0,89,284,411,50,15,False,SUP-0094,SUP-0107,2025-01-01T00:00:00
MAT-00978,SKU-MEC-00978,Bearings Grade-Commercial-978,Mechanical & Machining,LITER,1.71,1.78,177,672,1003,25,11,False,SUP-0101,SUP-0007,2025-01-01T00:00:00
MAT-00979,SKU-POL-00979,Polycarbonate Sheets Grade-A-979,Polymers & Chemical,SET,4.3,4.59,113,377,800,1000,44,False,SUP-0039,SUP-0073,2025-01-01T00:00:00
MAT-00980,SKU-POL-00980,Polycarbonate Sheets Grade-Commercial-980,Polymers & Chemical,BOX,56.63,60.76,977,3542,6747,100,45,False,SUP-0001,SUP-0033,2025-01-01T00:00:00
MAT-00981,SKU-PAC-00981,Antistatic Foam Grade-Commercial-981,Packaging & Hardware,METER,58.23,66.4,385,1393,2575,100,28,False,SUP-0112,SUP-0069,2025-01-01T00:00:00
MAT-00982,SKU-POL-00982,ABS Resin Pellets Grade-B-982,Polymers & Chemical,LITER,39.17,37.26,408,1564,3141,1000,17,False,SUP-0066,SUP-0061,2025-01-01T00:00:00
MAT-00983,SKU-RAW-00983,Aluminum Billets 6061 Grade-MilSpec-983,Raw Metallurgy,METER,8.47,9.13,137,515,927,100,21,False,SUP-0024,SUP-0025,2025-01-01T00:00:00
MAT-00984,SKU-PAC-00984,Antistatic Foam Grade-A-984,Packaging & Hardware,BOX,23.28,23.51,224,872,1755,50,27,False,SUP-0074,SUP-0087,2025-01-01T00:00:00
MAT-00985,SKU-MEC-00985,Bearings Grade-B-985,Mechanical & Machining,METER,24.44,27.89,513,1905,3067,100,24,False,SUP-0084,SUP-0077,2025-01-01T00:00:00
MAT-00986,SKU-RAW-00986,Sheet Metal Stainless 304 Grade-Industrial-986,Raw Metallurgy,METER,6.86,7.51,701,2197,4416,25,34,False,SUP-0041,SUP-0058,2025-01-01T00:00:00
MAT-00987,SKU-POL-00987,ABS Resin Pellets Grade-MilSpec-987,Polymers & Chemical,METER,128.22,138.37,174,494,771,1000,8,False,SUP-0059,SUP-0099,2025-01-01T00:00:00
MAT-00988,SKU-RAW-00988,Carbon Steel Bars Grade-Industrial-988,Raw Metallurgy,PCS,64.4,65.33,778,2222,4208,250,19,False,SUP-0042,SUP-0072,2025-01-01T00:00:00
MAT-00989,SKU-RAW-00989,Aluminum Billets 6061 Grade-A-989,Raw Metallurgy,KG,19.24,18.9,312,897,1535,1000,9,False,SUP-0093,SUP-0076,2025-01-01T00:00:00
MAT-00990,SKU-POL-00990,Polycarbonate Sheets Grade-Industrial-990,Polymers & Chemical,SET,25.27,26.97,673,2313,4947,25,41,True,SUP-0004,,2025-01-01T00:00:00
MAT-00991,SKU-POL-00991,Polycarbonate Sheets Grade-A-991,Polymers & Chemical,METER,30.85,35.34,411,1467,2288,25,44,False,SUP-0106,SUP-0020,2025-01-01T00:00:00
MAT-00992,SKU-POL-00992,Polycarbonate Sheets Grade-Industrial-992,Polymers & Chemical,SET,2.6,2.75,114,450,907,1000,8,False,SUP-0072,SUP-0068,2025-01-01T00:00:00
MAT-00993,SKU-RAW-00993,Carbon Steel Bars Grade-MilSpec-993,Raw Metallurgy,BOX,18.69,21.06,755,2645,5136,1000,30,False,SUP-0060,SUP-0030,2025-01-01T00:00:00
MAT-00994,SKU-RAW-00994,Carbon Steel Bars Grade-Commercial-994,Raw Metallurgy,BOX,11.59,13.17,1022,2910,5931,500,32,False,SUP-0083,SUP-0053,2025-01-01T00:00:00
MAT-00995,SKU-ELE-00995,Connectors Grade-Industrial-995,Electronic Components,PCS,8.15,8.66,844,2730,5077,1000,41,False,SUP-0065,SUP-0112,2025-01-01T00:00:00
MAT-00996,SKU-ELE-00996,Microcontrollers Grade-Commercial-996,Electronic Components,PCS,18.01,20.62,396,1236,2193,1000,12,False,SUP-0069,SUP-0021,2025-01-01T00:00:00
MAT-00997,SKU-MEC-00997,CNC Castings Grade-MilSpec-997,Mechanical & Machining,METER,177.23,184.88,183,700,1302,250,11,False,SUP-0095,SUP-0020,2025-01-01T00:00:00
MAT-00998,SKU-PAC-00998,Antistatic Foam Grade-A-998,Packaging & Hardware,LITER,49.65,52.87,381,1272,2044,50,27,True,SUP-0003,SUP-0002,2025-01-01T00:00:00
MAT-00999,SKU-PAC-00999,Vibration Dampers Grade-Commercial-999,Packaging & Hardware,LITER,13.09,14.15,743,2893,5839,50,43,False,SUP-0106,SUP-0074,2025-01-01T00:00:00
MAT-01000,SKU-RAW-01000,Sheet Metal Stainless 304 Grade-A-1000,Raw Metallurgy,PCS,46.06,48.67,348,1209,1759,100,41,False,SUP-0006,SUP-0100,2025-01-01T00:00:00
MAT-01001,SKU-MEC-01001,Hydraulic Valves Grade-B-1001,Mechanical & Machining,METER,114.35,112.37,285,1213,2549,250,29,False,SUP-0030,SUP-0120,2025-01-01T00:00:00
MAT-01002,SKU-ELE-01002,PCBs Grade-A-1002,Electronic Components,LITER,67.84,76.22,166,551,858,250,35,False,SUP-0027,SUP-0049,2025-01-01T00:00:00
MAT-01003,SKU-PAC-01003,Corrugated Heavy Boxes Grade-A-1003,Packaging & Hardware,KG,26.2,27.55,168,668,1196,500,20,False,SUP-0067,SUP-0016,2025-01-01T00:00:00
MAT-01004,SKU-RAW-01004,Carbon Steel Bars Grade-MilSpec-1004,Raw Metallurgy,KG,12.04,11.94,571,1551,2191,250,14,True,SUP-0062,SUP-0033,2025-01-01T00:00:00
MAT-01005,SKU-POL-01005,Industrial Lubricants Grade-A-1005,Polymers & Chemical,METER,52.88,54.05,541,1444,2119,1000,21,False,SUP-0009,SUP-0056,2025-01-01T00:00:00
MAT-01006,SKU-POL-01006,Industrial Lubricants Grade-A-1006,Polymers & Chemical,METER,37.82,41.45,304,952,1430,50,18,False,SUP-0006,SUP-0019,2025-01-01T00:00:00
MAT-01007,SKU-MEC-01007,Gears Grade-A-1007,Mechanical & Machining,PCS,65.67,70.22,611,1871,3851,250,30,False,SUP-0095,SUP-0085,2025-01-01T00:00:00
MAT-01008,SKU-MEC-01008,Hydraulic Valves Grade-Commercial-1008,Mechanical & Machining,KG,49.34,54.19,99,422,659,250,17,False,SUP-0024,SUP-0047,2025-01-01T00:00:00
MAT-01009,SKU-RAW-01009,Carbon Steel Bars Grade-Commercial-1009,Raw Metallurgy,METER,77.83,74.38,82,226,324,250,16,True,SUP-0096,,2025-01-01T00:00:00
MAT-01010,SKU-PAC-01010,Thermal Pallet Wraps Grade-B-1010,Packaging & Hardware,KG,13.62,13.21,212,850,1513,250,11,False,SUP-0029,SUP-0012,2025-01-01T00:00:00
MAT-01011,SKU-PAC-01011,Antistatic Foam Grade-B-1011,Packaging & Hardware,SET,104.49,116.18,281,848,1435,500,27,True,SUP-0082,,2025-01-01T00:00:00
MAT-01012,SKU-ELE-01012,PCBs Grade-MilSpec-1012,Electronic Components,BOX,30.49,34.03,568,1618,2449,1000,15,False,SUP-0017,SUP-0029,2025-01-01T00:00:00
MAT-01013,SKU-ELE-01013,Microcontrollers Grade-MilSpec-1013,Electronic Components,METER,240.52,271.16,617,1821,3222,500,28,True,SUP-0019,,2025-01-01T00:00:00
MAT-01014,SKU-PAC-01014,Thermal Pallet Wraps Grade-Commercial-1014,Packaging & Hardware,METER,11.49,12.66,527,1539,3202,1000,44,False,SUP-0055,SUP-0048,2025-01-01T00:00:00
MAT-01015,SKU-POL-01015,ABS Resin Pellets Grade-B-1015,Polymers & Chemical,KG,165.6,157.79,249,844,1189,250,17,False,SUP-0107,SUP-0102,2025-01-01T00:00:00
MAT-01016,SKU-POL-01016,Silicone Gaskets Grade-B-1016,Polymers & Chemical,BOX,30.5,34.28,560,1712,3144,25,36,False,SUP-0052,SUP-0058,2025-01-01T00:00:00
MAT-01017,SKU-RAW-01017,Titanium Plates Grade-Industrial-1017,Raw Metallurgy,METER,11.98,13.77,1229,4043,5972,100,42,False,SUP-0044,SUP-0104,2025-01-01T00:00:00
MAT-01018,SKU-PAC-01018,Vibration Dampers Grade-A-1018,Packaging & Hardware,METER,14.41,14.92,296,1178,2320,50,14,True,SUP-0013,SUP-0030,2025-01-01T00:00:00
MAT-01019,SKU-RAW-01019,Carbon Steel Bars Grade-MilSpec-1019,Raw Metallurgy,LITER,17.25,18.3,489,1385,2920,500,32,False,SUP-0111,SUP-0065,2025-01-01T00:00:00
MAT-01020,SKU-MEC-01020,Hydraulic Valves Grade-B-1020,Mechanical & Machining,PCS,39.12,38.72,575,1607,2924,500,43,False,SUP-0068,SUP-0077,2025-01-01T00:00:00
MAT-01021,SKU-RAW-01021,Titanium Plates Grade-B-1021,Raw Metallurgy,BOX,43.6,49.68,141,430,897,50,17,False,SUP-0048,SUP-0021,2025-01-01T00:00:00
MAT-01022,SKU-MEC-01022,Bearings Grade-Commercial-1022,Mechanical & Machining,LITER,13.05,14.64,1277,3437,7269,250,40,False,SUP-0052,SUP-0038,2025-01-01T00:00:00
MAT-01023,SKU-RAW-01023,Sheet Metal Stainless 304 Grade-Industrial-1023,Raw Metallurgy,PCS,23.88,23.04,819,2214,3204,250,45,False,SUP-0086,SUP-0040,2025-01-01T00:00:00
MAT-01024,SKU-MEC-01024,Hydraulic Valves Grade-MilSpec-1024,Mechanical & Machining,KG,258.91,285.56,344,1169,1817,100,33,False,SUP-0032,SUP-0051,2025-01-01T00:00:00
MAT-01025,SKU-ELE-01025,Capacitors Grade-Industrial-1025,Electronic Components,KG,164.07,185.16,207,687,1331,100,20,False,SUP-0095,SUP-0075,2025-01-01T00:00:00
MAT-01026,SKU-ELE-01026,Microcontrollers Grade-Commercial-1026,Electronic Components,METER,39.64,41.81,463,1653,2479,1000,35,False,SUP-0077,SUP-0061,2025-01-01T00:00:00
MAT-01027,SKU-PAC-01027,Antistatic Foam Grade-B-1027,Packaging & Hardware,PCS,25.58,28.8,145,496,1047,25,9,False,SUP-0093,SUP-0044,2025-01-01T00:00:00
MAT-01028,SKU-POL-01028,Industrial Lubricants Grade-Commercial-1028,Polymers & Chemical,KG,28.0,31.51,402,1284,1888,1000,21,False,SUP-0102,SUP-0063,2025-01-01T00:00:00
MAT-01029,SKU-PAC-01029,Thermal Pallet Wraps Grade-Industrial-1029,Packaging & Hardware,KG,48.18,54.15,627,2607,3869,100,33,False,SUP-0108,SUP-0090,2025-01-01T00:00:00
MAT-01030,SKU-RAW-01030,Carbon Steel Bars Grade-Commercial-1030,Raw Metallurgy,METER,7.96,8.23,40,118,211,500,13,False,SUP-0046,SUP-0011,2025-01-01T00:00:00
MAT-01031,SKU-POL-01031,Polycarbonate Sheets Grade-Commercial-1031,Polymers & Chemical,LITER,18.48,20.02,1885,5305,9021,500,45,True,SUP-0091,SUP-0063,2025-01-01T00:00:00
MAT-01032,SKU-POL-01032,ABS Resin Pellets Grade-Commercial-1032,Polymers & Chemical,PCS,3.91,4.18,140,378,601,500,14,False,SUP-0013,SUP-0074,2025-01-01T00:00:00
MAT-01033,SKU-PAC-01033,Antistatic Foam Grade-MilSpec-1033,Packaging & Hardware,BOX,38.06,41.82,1514,4223,6038,250,43,False,SUP-0101,SUP-0057,2025-01-01T00:00:00
MAT-01034,SKU-POL-01034,ABS Resin Pellets Grade-B-1034,Polymers & Chemical,SET,49.99,49.3,749,2135,4234,100,33,False,SUP-0043,SUP-0013,2025-01-01T00:00:00
MAT-01035,SKU-RAW-01035,Carbon Steel Bars Grade-Industrial-1035,Raw Metallurgy,KG,14.42,14.5,234,880,1774,500,17,False,SUP-0042,SUP-0059,2025-01-01T00:00:00
MAT-01036,SKU-RAW-01036,Copper Rods Grade-Industrial-1036,Raw Metallurgy,KG,138.57,155.05,605,2138,3516,1000,21,False,SUP-0043,SUP-0046,2025-01-01T00:00:00
MAT-01037,SKU-ELE-01037,PCBs Grade-Industrial-1037,Electronic Components,SET,6.37,6.68,585,2029,4148,100,38,False,SUP-0049,SUP-0026,2025-01-01T00:00:00
MAT-01038,SKU-MEC-01038,Hydraulic Valves Grade-Industrial-1038,Mechanical & Machining,PCS,4.9,4.76,1001,2901,5310,250,25,False,SUP-0117,SUP-0065,2025-01-01T00:00:00
MAT-01039,SKU-PAC-01039,Corrugated Heavy Boxes Grade-B-1039,Packaging & Hardware,PCS,31.4,30.4,442,1730,2892,100,23,False,SUP-0113,SUP-0085,2025-01-01T00:00:00
MAT-01040,SKU-POL-01040,Polycarbonate Sheets Grade-MilSpec-1040,Polymers & Chemical,PCS,77.62,86.86,1067,2873,4766,50,43,False,SUP-0113,SUP-0114,2025-01-01T00:00:00
MAT-01041,SKU-POL-01041,ABS Resin Pellets Grade-B-1041,Polymers & Chemical,SET,156.38,153.41,258,951,1503,1000,21,False,SUP-0004,SUP-0064,2025-01-01T00:00:00
MAT-01042,SKU-MEC-01042,Hydraulic Valves Grade-A-1042,Mechanical & Machining,METER,14.81,14.79,1133,3569,6618,250,42,True,SUP-0108,SUP-0057,2025-01-01T00:00:00
MAT-01043,SKU-MEC-01043,Bearings Grade-Commercial-1043,Mechanical & Machining,LITER,80.36,86.42,616,1756,2828,100,30,False,SUP-0050,SUP-0096,2025-01-01T00:00:00
MAT-01044,SKU-RAW-01044,Sheet Metal Stainless 304 Grade-Industrial-1044,Raw Metallurgy,SET,23.52,24.02,699,2175,3213,500,41,False,SUP-0018,SUP-0042,2025-01-01T00:00:00
MAT-01045,SKU-POL-01045,Epoxy Adhesives Grade-Industrial-1045,Polymers & Chemical,PCS,20.29,22.55,692,2267,4215,25,21,False,SUP-0093,SUP-0045,2025-01-01T00:00:00
MAT-01046,SKU-POL-01046,Epoxy Adhesives Grade-MilSpec-1046,Polymers & Chemical,LITER,64.85,69.27,1289,3893,8240,250,42,True,SUP-0003,SUP-0072,2025-01-01T00:00:00
MAT-01047,SKU-MEC-01047,CNC Castings Grade-Industrial-1047,Mechanical & Machining,PCS,50.28,57.37,161,521,1022,50,45,False,SUP-0033,SUP-0115,2025-01-01T00:00:00
MAT-01048,SKU-POL-01048,Polycarbonate Sheets Grade-MilSpec-1048,Polymers & Chemical,METER,4.33,4.58,1753,4756,7207,500,39,False,SUP-0043,SUP-0030,2025-01-01T00:00:00
MAT-01049,SKU-PAC-01049,Vibration Dampers Grade-A-1049,Packaging & Hardware,SET,124.49,119.58,70,224,444,1000,11,False,SUP-0076,SUP-0016,2025-01-01T00:00:00
MAT-01050,SKU-MEC-01050,Hydraulic Valves Grade-Commercial-1050,Mechanical & Machining,KG,111.96,125.08,185,749,1290,1000,12,True,SUP-0094,SUP-0016,2025-01-01T00:00:00
MAT-01051,SKU-POL-01051,Industrial Lubricants Grade-MilSpec-1051,Polymers & Chemical,BOX,12.33,12.88,450,1726,3010,100,29,False,SUP-0024,SUP-0013,2025-01-01T00:00:00
MAT-01052,SKU-POL-01052,ABS Resin Pellets Grade-B-1052,Polymers & Chemical,METER,37.92,39.07,182,602,888,100,28,False,SUP-0083,SUP-0082,2025-01-01T00:00:00
MAT-01053,SKU-ELE-01053,Connectors Grade-A-1053,Electronic Components,SET,42.24,40.63,151,655,1118,25,7,False,SUP-0022,SUP-0001,2025-01-01T00:00:00
